workerid,proliferate.condition,response,sentence,slide_number_in_experiment,strangeSentence,tgrep_id,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error,Sentence,HaveNeedTo,Finite,ModalPresent,QuestionType,EmbeddedSQ,DegreeQ,SubjectAuxInv,WhAll,WhAdvP,MatrixNegPresent,EmbeddedNegPresent,SbarNomPresent,QuantifiedSubject,QuantifiedPredicate,Wh,MatrixSubject,MatrixNegation,InvertedAuxVerb,MatrixPredAux,MatrixPredVerb,MatrixPredOther,MatrixPredParticle,MatrixPred2,Modal,EmbeddedSubject,EmbeddedNegation,Verb1,Verb2,Verb3,DeterminerSubject,DeterminerNonSubject,FullWhPhrase,JustMatrixClause,DeterminerSubjPresent,DeterminerNonSubjPresent,WhNode,WhParse,Question,SentenceParse,WhPhaseType,IdentityQ
4,experiment_03,7,NA,19,0,86728:108,[],25,Yes,NA,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,NA,i think 0 there is a lot of responsibility *ich*-3 on any of us gun owners * to make * sure that whoever *t*-1 is around us is at least safe and knows how * to use one *t*-2.,no,no,no,embedded,,no,,,yes,,,,,one,how,*,,,is,knows,,,,,*,,use,,,,,how,whoever *t*-1 is around us is at least safe and knows how * to use one *t*-2,no,no,NA,(WRB how),how * to use one *t*-2,(TOP (S (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (NP-SBJ (EX there)) (VP (VBZ is) (NP-PRD (NP (DT a) (NN lot)) (PP (IN of) (NP (NN responsibility) (S (-NONE- *ICH*-3)))) (PP (IN on) (NP (NP (DT any)) (PP (IN of) (NP (PRP us) (NN gun) (NNS owners))))) (S-3 (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB make) (S (NP-SBJ (-NONE- *)) (ADJP-PRD (JJ sure) (SBAR (IN that) (S (SBAR-NOM-SBJ (WHNP-1 (WP whoever)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBZ is) (PP-LOC-PRD (IN around) (NP (PRP us)))))) (VP (VP (VBZ is) (ADVP (IN at) (JJS least)) (ADJP-PRD (JJ safe))) (CC and) (VP (VBZ knows) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB use) (NP (CD one)) (ADVP-MNR (-NONE- *T*-2)))))))))))))))))))) (. .) (-DFL- E_S))),monomorphemic,no
4,experiment_03,7,NA,20,0,55972:154,[],25,Yes,NA,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,NA,"but as far as * putting that into work, i don't want *-1 to, i don't want *-2 to deal with the, with the heartache of, first of all, * getting it started *-3 and figuring out how *-4 to do the logistics, of it *t*-5.",no,no,no,embedded,,no,,,yes,yes,,,,,how,*,n't,,do,figuring,,,,,*-4,,do,,,,"the logistics, of it",how,"* getting it started *-3 and figuring out how *-4 to do the logistics, of it *t*-5",no,no,NA,(WRB how),"how *-4 to do the logistics, of it *t*-5","(TOP (S (CC But) (ADVP (ADVP (RB as) (RB far)) (SBAR (IN as) (S (NP-SBJ (-NONE- *)) (VP (VBG putting) (NP (DT that)) (PP-PUT (IN into) (NP (NN work))))))) (, ,) (EDITED (RM (-DFL- \[)) (S (NP-SBJ-1 (PRP I)) (VP (VBP do) (RB n't) (VP (VB want) (S (NP-SBJ (-NONE- *-1)) (VP-UNF (TO to)))))) (, ,) (IP (-DFL- \+))) (NP-SBJ-2 (PRP I)) (VP (VBP do) (RB n't) (VP (VB want) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (RS (-DFL- \])) (VP (VB deal) (EDITED (RM (-DFL- \[)) (PP (IN with) (NP-UNF (DT the))) (, ,) (IP (-DFL- \+))) (PP (IN with) (NP (NP (DT the) (RS (-DFL- \])) (NN heartache)) (PP (IN of) (, ,) (ADVP (JJ first) (PP (IN of) (NP (DT all)))) (, ,) (S-NOM (NP-SBJ-4 (-NONE- *)) (VP (VP (VBG getting) (NP-3 (PRP it)) (VP (VBD started) (NP (-NONE- *-3)))) (CC and) (VP (VBG figuring) (PRT (RP out)) (SBAR (WHADVP-5 (WRB how)) (S (NP-SBJ (-NONE- *-4)) (VP (TO to) (VP (VB do) (NP (NP (DT the) (NNS logistics)) (, ,) (PP (IN of) (NP (PRP it)))) (ADVP-MNR (-NONE- *T*-5))))))))))))))))) (. .) (-DFL- E_S)))",monomorphemic,
4,experiment_03,1,NA,21,0,121906:18,[],25,Yes,NA,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,NA,but i don't know what *-1 to do *t*-2 *-3 to stop it.,no,no,no,embedded,,no,,,,yes,,,,,what,i,n't,,do,know,,,,,*-1,,do,stop,,,,,but i don't know what *-1 to do *t*-2 *-3 to stop it.,no,no,NA,(WP what),what *-1 to do *t*-2 *-3 to stop it,(TOP (S (CC but) (NP-SBJ-1 (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ-3 (-NONE- *-1)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-2)) (S-PRP (NP-SBJ (-NONE- *-3)) (VP (TO to) (VP (VB stop) (NP (PRP it))))))))))) (. .) (-DFL- E_S))),monomorphemic,no
4,experiment_03,7,NA,22,0,36073:14,[],25,Yes,NA,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,NA,"we taught them how * to do it *t*-1,",no,no,no,embedded,,no,,,yes,,,,,,how,we,,,,taught,,,,,*,,do,,,,,,"we taught them how * to do it *t*-1,",no,no,NA,(WRB how),how * to do it *t*-1,"(TOP (S (NP-SBJ (PRP We)) (VP (VBD taught) (NP (PRP them)) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
4,experiment_03,7,NA,23,0,86651:16,[],25,Yes,NA,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,NA,"uh, she knows how * to shoot any weapon that we have *t*-1 *t*-2",yes,no,no,embedded,,no,,,yes,,,,,any,how,she,,,,knows,,,,,*,,shoot,have,,,any weapon that we have *t*-1,,"uh, she knows how * to shoot any weapon that we have *t*-1 *t*-2",no,no,NA,(WRB how),how * to shoot any weapon that we have *t*-1 *t*-2,"(TOP (S (INTJ (UH uh)) (, ,) (NP-SBJ (PRP she)) (VP (VBZ knows) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB shoot) (NP (NP (DT any) (NN weapon)) (SBAR (WHNP-1 (WDT that)) (S (NP-SBJ (PRP we)) (VP (VBP have) (NP (-NONE- *T*-1)))))) (ADVP-MNR (-NONE- *T*-2)))))))))",monomorphemic,no
4,experiment_03,7,NA,24,0,170899:22,[],25,Yes,NA,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,NA,somebody who *t*-1 would know what * to do *t*-2 in the event of an emergency.,no,no,no,embedded,,no,,,,,,,,,what,*t*-1,,,would,know,,,,,*,,do,,,,,what,*t*-1 would know what * to do *t*-2 in the event of an emergency,no,no,NA,(WP what),what * to do *t*-2,(TOP (NP (NP (NN Somebody)) (SBAR (WHNP-1 (WP who)) (S (NP-SBJ (-NONE- *T*-1)) (VP (MD would) (VP (VB know) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-2)))))) (PP (IN in) (NP (NP (DT the) (NN event)) (PP (IN of) (NP (DT an) (NN emergency))))))))) (. .) (-DFL- E_S))),monomorphemic,no
4,experiment_03,7,NA,25,0,45129:143,[],25,Yes,NA,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,NA,"and it took me, i mean it *exp*-3 took such courage 0 you wouldn't believe *t*-1 * to go *-4 vote the first time because i was waiting for somebody to laugh at me because i didn't know how * to work the machines *t*-2.",no,no,no,embedded,,no,,,yes,yes,,,,,how,i,n't,,was,know,,,,,*,,work,,,,the machines,,i didn't know how * to work the machines *t*-2,no,no,NA,(WRB how),how * to work the machines *t*-2,"(TOP (S (CC And) (EDITED (RM (-DFL- \[)) (S (NP-SBJ (PRP it)) (VP (VBD took) (NP (PRP me)))) (, ,) (IP (-DFL- \+))) (PRN (S (NP-SBJ (PRP I)) (VP (VBP mean)))) (NP-SBJ (NP (PRP it)) (S (-NONE- *EXP*-3))) (VP (VBD took) (RS (-DFL- \])) (NP (NP (JJ such) (NN courage)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (PRP you)) (VP (MD would) (RB n't) (VP (VB believe) (NP (-NONE- *T*-1))))))) (S-3 (NP-SBJ-4 (-NONE- *)) (VP (TO to) (VP (VB go) (S (NP-SBJ (-NONE- *-4)) (VP (VB vote) (NP-TMP (DT the) (JJ first) (NN time))))))) (SBAR-PRP (IN because) (S (NP-SBJ (PRP I)) (VP (VBD was) (VP (VBG waiting) (SBAR (IN for) (S (NP-SBJ (NN somebody)) (VP (TO to) (VP (VB laugh) (PP (IN at) (NP (PRP me))) (SBAR-PRP (IN because) (S (NP-SBJ (PRP I)) (VP (VBD did) (RB n't) (VP (VB know) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB work) (NP (DT the) (NNS machines)) (ADVP-MNR (-NONE- *T*-2))))))))))))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
1,experiment_04,7,NA,7,1,142180:37,[],29,Yes,NA,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,NA,"well, you need *-1 to, uh, teach them how * to play *t*-2 and take them out on the course with you.",no,no,no,embedded,,no,,,yes,,,,,,how,*-1,,,,teach,,,,,*,,play,,,,,,"well, you need *-1 to, uh, teach them how * to play *t*-2 and take them out on the course with you.",no,no,NA,(WRB how),how * to play *t*-2,"(TOP (S (INTJ (UH Well)) (, ,) (NP-SBJ-1 (PRP you)) (VP (VBP need) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (, ,) (INTJ (UH uh)) (, ,) (VP (VP (VB teach) (NP (PRP them)) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB play) (ADVP-MNR (-NONE- *T*-2))))))) (CC and) (VP (VB take) (NP (PRP them)) (PP-LOC (IN out) (PP (IN on) (NP (DT the) (NN course)))) (PP (IN with) (NP (PRP you)))))))) (. .) (-DFL- E_S)))",monomorphemic,no
1,experiment_04,7,NA,8,0,105090:37,[],29,Yes,NA,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,NA,"you need somebody 0 *t*-1 to kind of tell you what * to do *t*-2,",no,no,no,embedded,,no,,,,,,,,,what,*t*-1,,,,tell,,,,,*,,do,,,,,what,*t*-1 to kind of tell you what * to do *t*-2,no,no,NA,(WP what),what * to do *t*-2,"(TOP (S (NP-SBJ (PRP You)) (VP (VBP need) (NP (NP (NN somebody)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *T*-1)) (VP (TO to) (ADVP (RB kind) (RB of)) (VP (VB tell) (NP (PRP you)) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-2)))))))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
1,experiment_04,4,NA,9,1,48297:67,[],29,Yes,NA,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,NA,"and i think 0 it's good that everyb-, and i think 0 everybody should learn how *-2 to handle one *t*-3.",no,no,no,embedded,,no,,,yes,,,,,one,how,everybody,,,should,learn,,,,,*-2,,handle,,,,,,everybody should learn how *-2 to handle one *t*-3,no,no,NA,(WRB how),how *-2 to handle one *t*-3,"(TOP (S (EDITED (RM (-DFL- \[)) (S (CC and) (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (NP-SBJ (PRP it)) (VP (BES 's) (ADJP-PRD (JJ good)) (SBAR (IN that) (S (NP-SBJ-UNF (NN everyb-))))))))) (, ,) (IP (-DFL- \+))) (CC and) (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (NP-SBJ-2 (NN everybody)) (RS (-DFL- \])) (VP (MD should) (VP (VB learn) (SBAR (WHADVP-3 (WRB how)) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB handle) (NP (CD one)) (ADVP-MNR (-NONE- *T*-3))))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
1,experiment_04,4,NA,10,0,18673:73,[],29,Yes,NA,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,NA,"and, you know, we're trying *-1 to decide what, what * to, what *-2 to put *t*-3 on one side of the house and things like that,",no,no,no,embedded,,no,,,,,,,,one,what,*-1,,,'re,decide,,,,,*-2,,put,,,,one side of the house,,"*-1 to decide what, what * to, what *-2 to put *t*-3 on one side of the house and things like that",no,no,NA,(WP what),"what, what * to, what *-2 to put *t*-3 on one side of the house and things like that","(TOP (S (CC and) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (NP-SBJ-1 (PRP we)) (VP (VBP 're) (VP (VBG trying) (S (NP-SBJ-2 (-NONE- *-1)) (VP (TO to) (VP (VB decide) (SBAR (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (WHNP (WP what)) (, ,) (IP (-DFL- \+))) (SBAR (WHNP (WP what)) (RS (-DFL- \])) (S (NP-SBJ (-NONE- *)) (VP-UNF (TO to)))) (, ,) (IP (-DFL- \+))) (WHNP-3 (WP what)) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (RS (-DFL- \])) (VP (VP (VB put) (NP (-NONE- *T*-3)) (PP-PUT (IN on) (NP (NP (CD one) (NN side)) (PP (IN of) (NP (DT the) (NN house)))))) (CC and) (NP-ETC (NP (NNS things)) (PP (IN like) (NP (DT that))))))))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
1,experiment_04,4,NA,11,1,150716:46,[],29,Yes,NA,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,NA,and i could play again on it because after a while you just learn how * to rehabilitate yourself to play that way *t*-1.,no,no,no,embedded,,no,,,yes,,,,,,how,you,,,could,learn,,,,,*,,rehabilitate,play,,,that way,,after a while you just learn how * to rehabilitate yourself to play that way *t*-1,no,no,NA,(WRB how),how * to rehabilitate yourself to play that way *t*-1,(TOP (S (CC and) (NP-SBJ (PRP I)) (VP (MD could) (VP (VB play) (ADVP (RB again)) (PP (IN on) (NP (PRP it))) (SBAR-PRP (IN because) (S (PP-TMP (IN after) (NP (DT a) (NN while))) (NP-SBJ (PRP you)) (ADVP (RB just)) (VP (VBP learn) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB rehabilitate) (S (NP-SBJ (PRP yourself)) (VP (TO to) (VP (VB play) (NP-MNR (DT that) (NN way))))) (ADVP-MNR (-NONE- *T*-1))))))))))) (. .) (-DFL- E_S))),monomorphemic,no
1,experiment_04,7,NA,12,1,105552:54,[],29,Yes,NA,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,NA,"it's just a problem that p-, no one is sure just how * to handle *t*-2 *t*-1 i think 0 *t*-3.",no,no,no,embedded,,yes,,,yes,,,,,,how,no one,,,,,sure,,,,*,,handle,,,,,just how,just how * to handle *t*-2 *t*-1,no,no,NA,(WRB how),just how * to handle *t*-2 *t*-1,"(TOP (S (S-TPC-3 (NP-SBJ (PRP it)) (VP (BES 's) (ADVP (RB just)) (NP-PRD (NP (DT a) (NN problem)) (SBAR (WHNP-2 (DT that)) (EDITED (RM (-DFL- \[)) (X (XX p-)) (, ,) (IP (-DFL- \+)) (RS (-DFL- \]))) (S (NP-SBJ (DT no) (NN one)) (VP (VBZ is) (ADJP-PRD (JJ sure) (SBAR (WHADVP-1 (RB just) (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB handle) (NP (-NONE- *T*-2)) (ADVP-MNR (-NONE- *T*-1))))))))))))) (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (-NONE- *T*-3)))) (. .) (-DFL- E_S)))",monomorphemic,no
1,experiment_04,4,NA,13,0,154107:34,[],29,Yes,NA,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,NA,i don't know how * to how * to describe it *t*-1,no,no,no,embedded,,no,,,yes,yes,,,,,how,i,n't,,do,know,,,,,*,,describe,,,,,,i don't know how * to how * to describe it *t*-1,no,no,NA,(WRB how),how * to how * to describe it *t*-1,(TOP (S (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (EDITED (RM (-DFL- \[)) (SBAR (WHADVP (WRB how)) (S (NP-SBJ (-NONE- *)) (VP-UNF (TO to)))) (IP (-DFL- \+))) (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (RS (-DFL- \])) (VP (VB describe) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1)))))))) (-DFL- E_S))),monomorphemic,no
1,experiment_04,7,NA,14,0,48296:72,[],29,Yes,NA,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,NA,"um, and i don't think 0 i probably ever would *?*, um, although i would like *-1 to know how *-2 to handle one *t*-3,",no,no,no,embedded,,no,,,yes,yes,,,,one,how,*-1,n't,,would,know,,,,,*-2,,handle,,,,,,*-1 to know how *-2 to handle one *t*-3,no,no,NA,(WRB how),how *-2 to handle one *t*-3,"(TOP (S (INTJ (UH um)) (, ,) (CC and) (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB think) (SBAR (-NONE- 0) (S (NP-SBJ (PRP I)) (ADVP (RB probably)) (ADVP-TMP (RB ever)) (VP (MD would) (VP (-NONE- *?*) (, ,) (INTJ (UH um)) (, ,))))) (SBAR-ADV (IN although) (S (NP-SBJ-1 (PRP I)) (VP (MD would) (VP (VB like) (S (NP-SBJ-2 (-NONE- *-1)) (VP (TO to) (VP (VB know) (SBAR (WHADVP-3 (WRB how)) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB handle) (NP (CD one)) (ADVP-MNR (-NONE- *T*-3))))))))))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
1,experiment_04,7,NA,15,0,45147:85,[],29,Yes,NA,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,NA,"and it really scared me, really bad. because i thought all these people are going *-1 to laugh at me because i don't know how * to work this machine *t*-3.",no,no,no,embedded,,no,,,yes,yes,,,,,how,i,n't,,do,know,,,,,*,,work,,,,this machine,,i don't know how * to work this machine *t*-3,no,no,NA,(WRB how),how * to work this machine *t*-3,"(TOP (S (CC And) (NP-SBJ (PRP it)) (ADVP (RB really)) (VP (VBD scared) (NP (PRP me)) (, ,) (ADVP (RB really) (RB bad)) (. .) (-DFL- E_S) (SBAR-PRP (IN Because) (S (NP-SBJ (PRP I)) (VP (VBD thought) (S-SEZ (NP-SBJ-1 (PDT all) (DT these) (NNS people)) (VP (VBP are) (VP (VBG going) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB laugh) (PP (IN at) (NP (PRP me))) (SBAR-PRP (IN because) (S (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHADVP-3 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB work) (NP (DT this) (NN machine)) (ADVP-MNR (-NONE- *T*-3)))))))))))))))))))) (. .) (-DFL- E_S)))",monomorphemic,yes
1,experiment_04,4,NA,16,0,28106:159,[],29,Yes,NA,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,NA,"and so they're getting, they get the socialization with other kids, and, you know, and not really school, but, but a different authority than mom, once in a while, you know, kind of *-2 learning how * to deal with society *t*-1.",no,no,no,embedded,,no,,,yes,yes,,,,,how,*-2,not,,,learning,,,,,*,,deal,,,,,,kind of *-2 learning how * to deal with society *t*-1,no,no,NA,(WRB how),how * to deal with society *t*-1,"(TOP (S (CONJP (CC and) (RB so)) (EDITED (RM (-DFL- \[)) (S (NP-SBJ (PRP they)) (VP (VBP 're) (VP-UNF (VBG getting)))) (, ,) (IP (-DFL- \+))) (NP-SBJ-2 (PRP they)) (VP (VBP get) (RS (-DFL- \])) (NP (NP (NP (DT the) (NN socialization)) (PP (IN with) (NP (JJ other) (NNS kids)))) (, ,) (EDITED (RM (-DFL- \[)) (CC and) (, ,) (IP (-DFL- \+))) (PRN (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (CC and) (RS (-DFL- \])) (NP (ADVP (RB not) (RB really)) (NP (NN school)) (, ,) (EDITED (RM (-DFL- \[)) (CC but) (, ,) (IP (-DFL- \+))) (CC but) (RS (-DFL- \])) (NP (NP (DT a) (JJ different) (NN authority)) (PP (IN than) (NP (NN mom)))))) (, ,) (ADVP-TMP (RB once) (PP (IN in) (NP (DT a) (NN while)))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (S-ADV (ADVP (RB kind) (RB of)) (NP-SBJ (-NONE- *-2)) (VP (VBG learning) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB deal) (PP (IN with) (NP (NN society))) (ADVP-MNR (-NONE- *T*-1))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
1,experiment_04,7,NA,17,0,71647:47,[],29,Yes,NA,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,NA,"i'd be afraid,, afraid 0 i probably forgot how * to ride a bike *t*-1, you know.",no,no,no,embedded,,no,,,yes,,,,,,how,i,,,,forgot,,,,,*,,ride,,,,a bike,how,i probably forgot how * to ride a bike *t*-1,no,no,NA,(WRB how),how * to ride a bike *t*-1,"(TOP (S (NP-SBJ (PRP I)) (VP (MD 'd) (VP (VB be) (EDITED (RM (-DFL- \[)) (ADJP-PRD (JJ afraid)) (, ,) (IP (-DFL- \+))) (, ,) (ADJP-PRD (JJ afraid) (RS (-DFL- \])) (SBAR (-NONE- 0) (S (NP-SBJ (PRP I)) (ADVP (RB probably)) (VP (VBD forgot) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB ride) (NP (DT a) (NN bike)) (ADVP-MNR (-NONE- *T*-1)))))))))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know)))))) (. .) (-DFL- E_S)))",monomorphemic,no
1,experiment_04,7,NA,18,0,153527:76,[],29,Yes,NA,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,NA,"i don't want *-1 to be responsible for it because you know if you're not going *-2 to teach me how * to do it *t*-4 and if i am not going *-3 to, you know, be responsible enough * to go out and learn, i don't need it.",no,no,no,embedded,,no,,,yes,yes,,,,,how,*-2,not,,'re,teach,,,,,*,,do,,,,,,*-2 to teach me how * to do it *t*-4,no,no,NA,(WRB how),how * to do it *t*-4,"(TOP (S (NP-SBJ-1 (PRP I)) (VP (VBP do) (RB n't) (VP (VB want) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB be) (ADJP-PRD (JJ responsible) (PP (IN for) (NP (PRP it))))))) (SBAR-PRP (IN because) (PRN (S (NP-SBJ (PRP you)) (VP (VBP know)))) (S (SBAR-ADV (SBAR (IN if) (S (NP-SBJ-2 (PRP you)) (VP (VBP 're) (RB not) (VP (VBG going) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB teach) (NP (PRP me)) (SBAR (WHADVP-4 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-4))))))))))))) (CC and) (SBAR (IN if) (S (NP-SBJ-3 (PRP I)) (VP (VBP am) (RB not) (VP (VBG going) (S (NP-SBJ (-NONE- *-3)) (VP (TO to) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (VP (VB be) (ADJP-PRD (JJ responsible) (RB enough) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VP (VB go) (ADVP (RB out))) (CC and) (VP (VB learn)))))))))))))) (, ,) (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB need) (NP (PRP it)))))))) (. .) (-DFL- E_S)))",monomorphemic,no
1,experiment_04,1,NA,19,1,113745:51,[],29,Yes,NA,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,NA,"it quickly would be significant industry in, in * figuring out how * to get around it *t*-1 where people,",no,no,no,embedded,,no,,,yes,,,,,,how,*,,,would,figuring,,,,,*,,get,,,,,how,* figuring out how * to get around it *t*-1,no,no,NA,(WRB how),how * to get around it *t*-1,"(TOP (S (NP-SBJ (PRP it)) (ADVP (RB quickly)) (VP (MD would) (VP (VB be) (NP-PRD (NP (JJ significant) (NN industry)) (EDITED (RM (-DFL- \[)) (PP-UNF (IN in)) (, ,) (IP (-DFL- \+))) (PP (IN in) (RS (-DFL- \])) (S-NOM (NP-SBJ (-NONE- *)) (VP (VBG figuring) (PRT (RP out)) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB get) (PP (IN around) (NP (PRP it))) (ADVP-MNR (-NONE- *T*-1))))))))) (SBAR (WHADVP (WRB where)) (S-UNF (NP-SBJ (NNS people))))))) (, ,) (-DFL- N_S)))",monomorphemic,no
1,experiment_04,7,NA,20,0,13907:24,[],29,Yes,NA,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,NA,i think 0 it teaches kids how * to grow *t*-1.,no,no,no,embedded,,no,,,yes,,,,,,how,it,,,,teaches,,,,,*,,grow,,,,,,it teaches kids how * to grow *t*-1,no,no,NA,(WRB how),how * to grow *t*-1,(TOP (S (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (NP-SBJ (PRP it)) (VP (VBZ teaches) (NP (NNS kids)) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB grow) (ADVP-MNR (-NONE- *T*-1)))))))))) (. .) (-DFL- E_S))),monomorphemic,no
1,experiment_04,4,NA,21,0,29734:16,[],29,Yes,NA,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,NA,i don't know how *-1 to explain it *t*-2.,no,no,no,embedded,,no,,,yes,yes,,,,,how,i,n't,,do,know,,,,,*-1,,explain,,,,,,i don't know how *-1 to explain it *t*-2.,no,no,NA,(WRB how),how *-1 to explain it *t*-2,(TOP (S (NP-SBJ-1 (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB explain) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-2)))))))) (. .) (-DFL- E_S))),monomorphemic,no
